t_id_predio;numero_predial;destinacion_economica
848398;470010800000000420034000000000;Lote_Urbanizable_No_Urbanizado
1062719;470010002000000071428000000000;Lote_Urbanizable_No_Urbanizado
788339;470010002000000071433000000000;Lote_Urbanizable_No_Urbanizado
820042;470010110000000310002000000000;Lote_Urbanizable_No_Urbanizado
824662;470010002000000071323000000000;Lote_Urbanizable_No_Urbanizado
984324;470010002000000022564000000000;Lote_Urbanizable_No_Urbanizado
1049138;470010110000001600003000000000;Lote_Urbanizado_No_Construido
764189;470010800000000460018000000000;Lote_No_Urbanizable
960130;470010102000002500903900000486;Lote_No_Urbanizable
785462;470010002000000071426000000000;Lote_Urbanizable_No_Urbanizado
680295;470010107000001520001000000000;Lote_Urbanizado_No_Construido
681679;470010110000002190001000000000;Lote_Urbanizado_No_Construido
829612;470010109000000500901900000073;Lote_Urbanizado_No_Construido
660965;470010115000003820038000000000;Lote_Urbanizable_No_Urbanizado
996546;470010109000003690003000000000;Lote_Urbanizable_No_Urbanizado
957631;470010108000000140001000000000;Lote_Urbanizado_No_Construido
891871;470010110000000310017000000000;Lote_Urbanizable_No_Urbanizado
967366;470010002000000051960000000000;Lote_Urbanizable_No_Urbanizado
1028315;470010110000001260039000000000;Lote_Urbanizado_No_Construido
818133;470010110000000110015000000000;Lote_Urbanizado_No_Construido
790176;470010002000000071429000000000;Lote_Urbanizable_No_Urbanizado
850858;470010001000000020210500000001;Lote_Urbanizable_No_Urbanizado
864893;470010103000001010090500000001;Lote_Urbanizado_No_Construido
706711;470010106000009540019500000001;Lote_Urbanizable_No_Urbanizado
803383;470010107000001300003000000000;Lote_Urbanizado_No_Construido
923781;470010107000000690118000000000;Lote_Urbanizado_No_Construido
804269;470010104000000730014000000000;Lote_Urbanizado_No_Construido
1014533;470010107000000950011000000000;Lote_Urbanizable_No_Urbanizado
827300;470010111000001090001000000000;Lote_Urbanizable_No_Urbanizado
794638;470010104000000740008000000000;Lote_Urbanizado_No_Construido
828201;470010102000001400017000000000;Lote_Urbanizable_No_Urbanizado
809341;470010110000001870001000000000;Lote_Urbanizable_No_Urbanizado
1065898;470010111000003360008000000000;Lote_Urbanizable_No_Urbanizado
843985;470010002000000030271500000009;Lote_Urbanizable_No_Urbanizado
1018228;470010107000000060025000000000;Lote_Urbanizado_No_Construido
1018236;470010104000000600002000000000;Lote_Urbanizado_No_Construido
765319;470010900000000510020000000000;Lote_Urbanizable_No_Urbanizado
667607;470010002000000071435000000000;Lote_Urbanizable_No_Urbanizado
692132;470010111000003360014000000000;Lote_Urbanizable_No_Urbanizado
771122;470010110000002430013000000000;Lote_Urbanizado_No_Construido
962399;470010002000000021985000000000;Lote_Urbanizable_No_Urbanizado
808650;470010107000001430061000000000;Lote_No_Urbanizable
1031644;470010002000000051810000000000;Lote_Urbanizable_No_Urbanizado
1016467;470010002000000051913000000000;Lote_Urbanizable_No_Urbanizado
779589;470010002000000071413000000000;Lote_Urbanizable_No_Urbanizado
818275;470010115000003650028500000001;Lote_Urbanizable_No_Urbanizado
807308;470010110000001500014000000000;Lote_Urbanizado_No_Construido
893358;470010108000000020008000000000;Lote_Urbanizado_No_Construido
965724;470010115000002280007000000000;Lote_Urbanizable_No_Urbanizado
769436;470010110000000080019500000001;Lote_Urbanizable_No_Urbanizado
1019706;470010002000000071423000000000;Lote_Urbanizable_No_Urbanizado
765410;470010003000000012472000000000;Lote_No_Urbanizable
1012376;470010107000000060008000000000;Lote_Urbanizado_No_Construido
827330;470010111000001010005000000000;Lote_Urbanizado_No_Construido
793436;470010110000000070003000000000;Lote_Urbanizable_No_Urbanizado
1036915;470010107000001380040000000000;Lote_Urbanizable_No_Urbanizado
814681;470010102000000290015500000004;Lote_Urbanizado_No_Construido
673390;470010111000003370001000000000;Lote_Urbanizable_No_Urbanizado
957673;470010107000001520003000000000;Lote_Urbanizado_No_Construido
845398;470010102000002960006000000000;Lote_No_Urbanizable
816571;470010102000000290009000000000;Lote_Urbanizable_No_Urbanizado
855862;470010106000004240152000000000;Lote_Urbanizado_No_Construido
793447;470010111000000830014000000000;Lote_Urbanizable_No_Urbanizado
899259;470010109000003690008000000000;Lote_Urbanizable_No_Urbanizado
768143;470010002000000051083500000526;Lote_No_Urbanizable
980809;470010103000000430078000000000;Lote_No_Urbanizable
932183;470010107000000520009000000000;Lote_Urbanizado_No_Construido
662660;470010110000001010030000000000;Lote_No_Urbanizable
762834;470010106000009990014500000001;Lote_Urbanizable_No_Urbanizado
964256;470010111000002030005000000000;Lote_Urbanizable_No_Urbanizado
673173;470010110000000870271000000000;Lote_Urbanizado_No_Construido
713068;470010106000006800018500000001;Lote_Urbanizable_No_Urbanizado
1050840;470010111000003840001000000000;Lote_Urbanizable_No_Urbanizado
1054469;470010105000000220011000000000;Lote_No_Urbanizable
794266;470010112000003100014000000000;Lote_Urbanizable_No_Urbanizado
764433;470010002000000030304000000000;Lote_Urbanizable_No_Urbanizado
782678;470010109000003690010000000000;Lote_Urbanizable_No_Urbanizado
879693;470010002000000071425000000000;Lote_Urbanizable_No_Urbanizado
730781;470010110000000730038000000000;Lote_Urbanizado_No_Construido
947486;470010002000000021619000000000;Lote_Urbanizable_No_Urbanizado
784858;470010111000003290008000000000;Lote_Urbanizable_No_Urbanizado
922333;470010110000000630041000000000;Lote_Urbanizable_No_Urbanizado
1001786;470010114000000690064000000000;Lote_Urbanizable_No_Urbanizado
809076;470010110000001130017000000000;Lote_Urbanizable_No_Urbanizado
1028905;470010110000000930005000000000;Lote_Urbanizable_No_Urbanizado
921912;470010107000000690024000000000;Lote_Urbanizado_No_Construido
728320;470010110000000320005000000000;Lote_Urbanizable_No_Urbanizado
959692;470010110000000440003000000000;Lote_Urbanizado_No_Construido
817971;470010110000000220005000000000;Lote_Urbanizable_No_Urbanizado
1056492;470010110000000040002000000000;Lote_Urbanizable_No_Urbanizado
999145;470010116000002090023000000000;Lote_Urbanizado_No_Construido
818650;470010110000002560008000000000;Lote_Urbanizable_No_Urbanizado
959783;470010109000002000026000000000;Lote_Urbanizable_No_Urbanizado
833587;470010900000002050005500000001;Lote_Urbanizado_No_Construido
662806;470010110000000380556000000000;Lote_Urbanizable_No_Urbanizado
958002;470010108000000010003000000000;Lote_Urbanizado_No_Construido
662564;470010110000001050007000000000;Lote_Urbanizable_No_Urbanizado
1048782;470010107000000150003000000000;Lote_Urbanizable_No_Urbanizado
993745;470010002000000071434000000000;Lote_Urbanizable_No_Urbanizado
794383;470010115000004130030000000000;Lote_Urbanizable_No_Urbanizado
808284;470010110000001830002500000001;Lote_Urbanizable_No_Urbanizado
797140;470010115000004130011000000000;Lote_Urbanizable_No_Urbanizado
811616;470010107000000020001000000000;Lote_Urbanizado_No_Construido
784209;470010002000000071416000000000;Lote_Urbanizable_No_Urbanizado
807747;470010110000000610001000000000;Lote_Urbanizado_No_Construido
1036740;470010107000001310007000000000;Lote_Urbanizable_No_Urbanizado
821243;470010107000000510001000000000;Lote_Urbanizado_No_Construido
959779;470010109000004150006000000000;Lote_No_Urbanizable
731363;470010106000012040020500000001;Lote_Urbanizable_No_Urbanizado
1048860;470010107000000740003000000000;Lote_Urbanizado_No_Construido
763590;470010106000011480015500000001;Lote_Urbanizable_No_Urbanizado
958138;470010110000001810006000000000;Lote_Urbanizado_No_Construido
952533;470010110000000220004000000000;Lote_Urbanizable_No_Urbanizado
806475;470010107000000520011000000000;Lote_Urbanizado_No_Construido
784943;470010002000000071419000000000;Lote_Urbanizable_No_Urbanizado
1061944;470010109000003690009000000000;Lote_Urbanizable_No_Urbanizado
818386;470010110000000050014000000000;Lote_Urbanizable_No_Urbanizado
717756;470010107000000020007000000000;Lote_Urbanizado_No_Construido
763668;470010106000009300029500000001;Lote_Urbanizable_No_Urbanizado
828004;470010110000000300053000000000;Lote_Urbanizable_No_Urbanizado
661027;470010102000002540060000000000;Lote_No_Urbanizable
980884;470010105000000940247000000000;Lote_Urbanizable_No_Urbanizado
794200;470010112000000190013000000000;Lote_Urbanizable_No_Urbanizado
961725;470010002000000051932000000000;Lote_Urbanizable_No_Urbanizado
970732;470010109000003690007000000000;Lote_Urbanizable_No_Urbanizado
1032968;470010110000001050002000000000;Lote_Urbanizable_No_Urbanizado
1026099;470010002000000066222000000000;Lote_Urbanizable_No_Urbanizado
997543;470010104000000180006000000000;Lote_Urbanizable_No_Urbanizado
993723;470010002000000071431000000000;Lote_Urbanizable_No_Urbanizado
792450;470010002000000051860000000000;Lote_Urbanizable_No_Urbanizado
1034154;470010102000000290015000000000;Lote_Urbanizable_No_Urbanizado
893053;470010002000000051930000000000;Lote_Urbanizable_No_Urbanizado
984185;470010109000002000027000000000;Lote_Urbanizable_No_Urbanizado
932176;470010800000000490065000000000;Lote_Urbanizable_No_Urbanizado
809413;470010110000001860002000000000;Lote_Urbanizable_No_Urbanizado
683158;470010104000000910064000000000;Lote_Urbanizable_No_Urbanizado
1005066;470010002000000071441000000000;Lote_Urbanizable_No_Urbanizado
1026446;470010111000002520015000000000;Lote_Urbanizable_No_Urbanizado
795482;470010002000000020745000000000;Lote_Urbanizado_No_Construido
1032821;470010107000000930032000000000;Lote_Urbanizable_No_Urbanizado
870411;470010800000000420031000000000;Lote_Urbanizable_No_Urbanizado
791783;470010002000000021620000000000;Lote_Urbanizable_No_Urbanizado
708458;470010105000000930110000000000;Lote_Urbanizable_No_Urbanizado
926230;470010002000000065545000000000;Lote_Urbanizable_No_Urbanizado
690236;470010110000000250152500000025;Lote_Urbanizable_No_Urbanizado
839824;470010110000000900001000000000;Lote_Urbanizado_No_Construido
1010644;470010115000003850030000000000;Lote_Urbanizable_No_Urbanizado
809273;470010110000001020001000000000;Lote_Urbanizable_No_Urbanizado
827784;470010111000000760003000000000;Lote_Urbanizable_No_Urbanizado
957857;470010104000001500011000000000;Lote_Urbanizado_No_Construido
729277;470010107000000610052000000000;Lote_Urbanizado_No_Construido
936841;470010002000000051934000000000;Lote_Urbanizable_No_Urbanizado
658133;470010110000000160001000000000;Lote_Urbanizable_No_Urbanizado
898797;470010110000002430018000000000;Lote_Urbanizado_No_Construido
817662;470010110000000130008000000000;Lote_Urbanizable_No_Urbanizado
731519;470010106000011370076000000000;Lote_Urbanizable_No_Urbanizado
1006957;470010110000001030001000000000;Lote_Urbanizable_No_Urbanizado
1036252;470010115000003930026000000000;Lote_Urbanizable_No_Urbanizado
957665;470010107000000370063000000000;Lote_Urbanizado_No_Construido
781092;470010002000000071420000000000;Lote_Urbanizable_No_Urbanizado
922183;470010110000000630048000000000;Lote_Urbanizable_No_Urbanizado
1024321;470010110000000130012000000000;Lote_Urbanizable_No_Urbanizado
792428;470010002000000051861000000000;Lote_Urbanizable_No_Urbanizado
790138;470010002000000071321000000000;Lote_Urbanizable_No_Urbanizado
961753;470010002000000022562000000000;Lote_Urbanizable_No_Urbanizado
921598;470010104000000730011000000000;Lote_Urbanizado_No_Construido
807833;470010110000000380009000000000;Lote_Urbanizado_No_Construido
661690;470010002000000071439000000000;Lote_Urbanizable_No_Urbanizado
755304;470010104000000730020000000000;Lote_Urbanizable_No_Urbanizado
793413;470010107000001410055000000000;Lote_Urbanizable_No_Urbanizado
999592;470010103000000820095000000000;Lote_Urbanizable_No_Urbanizado
829787;470010800000001580011000000000;Lote_Urbanizable_No_Urbanizado
1024984;470010110000000810007000000000;Lote_Urbanizado_No_Construido
792498;470010002000000051916000000000;Lote_Urbanizable_No_Urbanizado
1041520;470010108000000090013000000000;Lote_Urbanizado_No_Construido
835542;470010002000000051923000000000;Lote_Urbanizable_No_Urbanizado
785990;470010109000003690011000000000;Lote_Urbanizable_No_Urbanizado
771875;470010115000003650027500000001;Lote_Urbanizable_No_Urbanizado
797658;470010002000000020559500000001;Lote_Urbanizable_No_Urbanizado
1058801;470010002000000022351000000000;Lote_Urbanizable_No_Urbanizado
790991;470010002000000071415000000000;Lote_Urbanizable_No_Urbanizado
1071439;470010103000003070027000000000;Lote_Urbanizable_No_Urbanizado
827119;470010107000000640006000000000;Lote_Urbanizado_No_Construido
762754;470010106000001140315500000001;Lote_Urbanizado_No_Construido
792432;470010002000000040509000000000;Lote_Urbanizable_No_Urbanizado
666715;470010115000004130010000000000;Lote_Urbanizable_No_Urbanizado
763688;470010110000000340006000000000;Lote_Urbanizable_No_Urbanizado
763859;470010106000011810007500000001;Lote_Urbanizable_No_Urbanizado
993743;470010002000000071421000000000;Lote_Urbanizable_No_Urbanizado
675989;470010110000002240001000000000;Lote_Urbanizado_No_Construido
725804;470010113000000780090500000001;Lote_Urbanizable_No_Urbanizado
867631;470010900000002050005000000000;Lote_Urbanizado_No_Construido
975559;470010109000003060007500000010;Lote_Urbanizable_No_Urbanizado
960276;470010002000000060903900001183;Lote_Urbanizado_No_Construido
981672;470010002000000051924000000000;Lote_Urbanizable_No_Urbanizado
1013142;470010109000001970011000000000;Lote_No_Urbanizable
764389;470010900000002050007000000000;Lote_Urbanizado_No_Construido
989478;470010107000001310003000000000;Lote_Urbanizable_No_Urbanizado
799720;470010111000001760003500000090;Lote_Urbanizado_No_Construido
723967;470010110000000620141000000000;Lote_Urbanizado_No_Construido
967712;470010003000000010901900004028;Lote_Urbanizado_No_Construido
814691;470010102000000290011500000001;Lote_Urbanizable_No_Urbanizado
763271;470010103000000420008000000000;Lote_Urbanizable_No_Urbanizado
818474;470010110000000130006000000000;Lote_Urbanizable_No_Urbanizado
792187;470010002000000020870000000000;Lote_Urbanizable_No_Urbanizado
944939;470010104000000300009000000000;Lote_Urbanizable_No_Urbanizado
914337;470010104000000580001000000000;Lote_Urbanizable_No_Urbanizado
792523;470010002000000051922000000000;Lote_Urbanizable_No_Urbanizado
921748;470010109000003690001000000000;Lote_Urbanizable_No_Urbanizado
660438;470010110000000620137000000000;Lote_Urbanizado_No_Construido
961702;470010002000000051926000000000;Lote_Urbanizable_No_Urbanizado
807553;470010107000001390002000000000;Lote_No_Urbanizable
722890;470010102000000190014000000000;Lote_No_Urbanizable
960784;470010115000004190020000000000;Lote_Urbanizable_No_Urbanizado
1011060;470010110000000990003000000000;Lote_Urbanizado_No_Construido
1043988;470010115000006140012000000000;Lote_Urbanizable_No_Urbanizado
993741;470010002000000071418000000000;Lote_Urbanizable_No_Urbanizado
762673;470010106000011550009500000001;Lote_Urbanizable_No_Urbanizado
817861;470010106000009460042500000001;Lote_Urbanizado_No_Construido
993555;470010111000003470005000000000;Lote_Urbanizable_No_Urbanizado
797110;470010002000000071432000000000;Lote_Urbanizable_No_Urbanizado
976386;470010111000001300003000000000;Lote_Urbanizable_No_Urbanizado
1036430;470010112000003090007000000000;Lote_Urbanizable_No_Urbanizado
841839;470010115000003650029500000001;Lote_Urbanizado_No_Construido
999604;470010001000000020901900001575;Lote_Urbanizable_No_Urbanizado
961688;470010002000000051929000000000;Lote_Urbanizable_No_Urbanizado
1065080;470010110000001860001000000000;Lote_Urbanizable_No_Urbanizado
784860;470010002000000071065000000000;Lote_Urbanizable_No_Urbanizado
805851;470010002000000071414000000000;Lote_Urbanizable_No_Urbanizado
802707;470010110000000080004000000000;Lote_Urbanizado_No_Construido
820040;470010110000000310030000000000;Lote_Urbanizable_No_Urbanizado
966711;470010002000000065673000000000;Lote_Urbanizable_No_Urbanizado
800743;470010104000000140011000000000;Lote_Urbanizable_No_Urbanizado
935230;470010115000005540002000000000;Lote_Urbanizable_No_Urbanizado
805176;470010106000011020002500000001;Lote_Urbanizado_No_Construido
691359;470010107000000020008000000000;Lote_Urbanizado_No_Construido
1011733;470010111000000870007000000000;Lote_Urbanizable_No_Urbanizado
793451;470010110000000310005000000000;Lote_Urbanizable_No_Urbanizado
813630;470010003000000012674500000006;Lote_Urbanizable_No_Urbanizado
1061820;470010002000000051917000000000;Lote_Urbanizable_No_Urbanizado
1033634;470010110000000630042000000000;Lote_Urbanizado_No_Construido
932205;470010108000000190053000000000;Lote_Urbanizado_No_Construido
782629;470010002000000071424000000000;Lote_Urbanizable_No_Urbanizado
1000360;470010107000000150004000000000;Lote_Urbanizable_No_Urbanizado
792113;470010106000000310135000000000;Lote_No_Urbanizable
790369;470010002000000071427000000000;Lote_Urbanizable_No_Urbanizado
1041741;470010110000000220002000000000;Lote_Urbanizable_No_Urbanizado
960635;470010116000002660004000000000;Lote_No_Urbanizable
1024250;470010107000000020014000000000;Lote_Urbanizado_No_Construido
763751;470010106000009760008500000001;Lote_Urbanizable_No_Urbanizado
830386;470010110000000810001000000000;Lote_Urbanizado_No_Construido
934283;470010107000001660028000000000;Lote_Urbanizable_No_Urbanizado
793389;470010107000001380064000000000;Lote_Urbanizable_No_Urbanizado
792504;470010002000000051921000000000;Lote_Urbanizable_No_Urbanizado
677462;470010112000003090005000000000;Lote_Urbanizable_No_Urbanizado
817603;470010110000000050007000000000;Lote_Urbanizado_No_Construido
792508;470010002000000051915000000000;Lote_Urbanizable_No_Urbanizado
1053990;470010106000010760010500000001;Lote_Urbanizable_No_Urbanizado
903780;470010107000001430064000000000;Lote_Urbanizable_No_Urbanizado
892485;470010108000000090006000000000;Lote_Urbanizable_No_Urbanizado
682196;470010110000001070006000000000;Lote_Urbanizado_No_Construido
799295;470010002000000030271500000007;Lote_Urbanizable_No_Urbanizado
887544;470010110000002450001000000000;Lote_Urbanizado_No_Construido
765145;470010003000000011920000000000;Lote_Urbanizable_No_Urbanizado
672836;470010112000000880001000000000;Lote_No_Urbanizable
728709;470010104000000300010000000000;Lote_Urbanizable_No_Urbanizado
809363;470010110000000960012000000000;Lote_Urbanizable_No_Urbanizado
1042613;470010110000002220001000000000;Lote_Urbanizado_No_Construido
802197;470010110000001690018000000000;Lote_Urbanizable_No_Urbanizado
748823;470010102000002220002000000000;Lote_Urbanizable_No_Urbanizado
803393;470010115000003930022000000000;Lote_Urbanizable_No_Urbanizado
658541;470010110000002560003000000000;Lote_Urbanizado_No_Construido
764592;470010110000001830002500000002;Lote_Urbanizable_No_Urbanizado
1009541;470010002000000071444000000000;Lote_Urbanizable_No_Urbanizado
936843;470010002000000051933000000000;Lote_Urbanizable_No_Urbanizado
934975;470010115000001490015000000000;Lote_Urbanizable_No_Urbanizado
826733;470010110000001830002500000003;Lote_Urbanizable_No_Urbanizado
793352;470010106000011370070000000000;Lote_Urbanizable_No_Urbanizado
800244;470010106000000310155000000000;Lote_No_Urbanizable
1061141;470010002000000051938000000000;Lote_Urbanizable_No_Urbanizado
668834;470010107000000020009000000000;Lote_Urbanizado_No_Construido
704283;470010900000001780006000000000;Lote_Urbanizable_No_Urbanizado
794666;470010104000000730022000000000;Lote_Urbanizado_No_Construido
957811;470010107000000520008000000000;Lote_Urbanizado_No_Construido
858202;470010105000001150045000000000;Lote_Urbanizable_No_Urbanizado
1048896;470010110000000380557000000000;Lote_Urbanizable_No_Urbanizado
765277;470010002000000051680500000001;Lote_No_Urbanizable
820028;470010110000000320003000000000;Lote_Urbanizable_No_Urbanizado
765191;470010103000003180022500000001;Lote_No_Urbanizable
961576;470010111000002480003000000000;Lote_Urbanizable_No_Urbanizado
817479;470010110000000240001000000000;Lote_No_Urbanizable
934202;470010110000000910002000000000;Lote_Urbanizado_No_Construido
764331;470010002000000030271500000006;Lote_Urbanizable_No_Urbanizado
960490;470010111000002030004000000000;Lote_Urbanizable_No_Urbanizado
1009035;470010002000000051918000000000;Lote_Urbanizable_No_Urbanizado
915079;470010107000000720035000000000;Lote_Urbanizado_No_Construido
792620;470010002000000065730000000000;Lote_Urbanizable_No_Urbanizado
818125;470010110000000110011000000000;Lote_Urbanizable_No_Urbanizado
817992;470010110000000080014000000000;Lote_Urbanizado_No_Construido
978278;470010109000003690002000000000;Lote_Urbanizable_No_Urbanizado
1057476;470010002000000071806000000000;Lote_No_Urbanizable
658032;470010107000000020019000000000;Lote_Urbanizable_No_Urbanizado
934246;470010110000000250003500000048;Lote_Urbanizado_No_Construido
666477;470010110000002560007200000001;Lote_Urbanizable_No_Urbanizado
790365;470010002000000071437000000000;Lote_Urbanizable_No_Urbanizado
762679;470010109000002320001000000000;Lote_No_Urbanizable
828969;470010107000001430036000000000;Lote_Urbanizable_No_Urbanizado
798093;470010106000000310147000000000;Lote_No_Urbanizable
936793;470010002000000051925000000000;Lote_Urbanizable_No_Urbanizado
863095;470010106000010010004500000001;Lote_Urbanizable_No_Urbanizado
764574;470010003000000012537000000000;Lote_Urbanizable_No_Urbanizado
792400;470010002000000051858000000000;Lote_Urbanizable_No_Urbanizado
957761;470010110000000670005000000000;Lote_Urbanizado_No_Construido
997899;470010002000000071443000000000;Lote_Urbanizable_No_Urbanizado
794677;470010108000000190054000000000;Lote_Urbanizado_No_Construido
858845;470010111000003240001500000001;Lote_Urbanizable_No_Urbanizado
987926;470010111000002210002000000000;Lote_Urbanizable_No_Urbanizado
939078;470010115000003950003000000000;Lote_Urbanizable_No_Urbanizado
817505;470010110000000230003000000000;Lote_Urbanizable_No_Urbanizado
794391;470010115000003930024000000000;Lote_Urbanizable_No_Urbanizado
1064519;470010110000000110004000000000;Lote_Urbanizable_No_Urbanizado
845573;470010111000002560014000000000;Lote_Urbanizable_No_Urbanizado
958152;470010110000000980013000000000;Lote_Urbanizado_No_Construido
809603;470010001000011650007500000001;Lote_No_Urbanizable
676055;470010110000000310006000000000;Lote_Urbanizable_No_Urbanizado
701277;470010003000000010225500000195;Lote_Urbanizable_No_Urbanizado
935903;470010002000000072274000000000;Lote_Urbanizable_No_Urbanizado
673166;470010110000000630045000000000;Lote_Urbanizado_No_Construido
764311;470010103000010970010500000001;Lote_Urbanizado_No_Construido
667613;470010113000000780093000000000;Lote_No_Urbanizable
923413;470010106000008240005000000000;Lote_Urbanizable_No_Urbanizado
658131;470010110000000110003000000000;Lote_Urbanizable_No_Urbanizado
811563;470010002000000071430000000000;Lote_Urbanizable_No_Urbanizado
958313;470010110000000630047000000000;Lote_Urbanizable_No_Urbanizado
701670;470010002000000067050500000001;Lote_Urbanizable_No_Urbanizado
668221;470010110000000090002000000000;Lote_Urbanizado_No_Construido
997719;470010002000000071438000000000;Lote_Urbanizable_No_Urbanizado
797198;470010002000000071442000000000;Lote_Urbanizable_No_Urbanizado
997110;470010002000000071422000000000;Lote_Urbanizable_No_Urbanizado
717387;470010107000000280903900000112;Lote_Urbanizable_No_Urbanizado
961179;470010002000000071417000000000;Lote_Urbanizable_No_Urbanizado
792444;470010002000000051892000000000;Lote_Urbanizable_No_Urbanizado
1065459;470010002000000051931000000000;Lote_Urbanizable_No_Urbanizado
658543;470010110000000310004000000000;Lote_Urbanizable_No_Urbanizado
977085;470010110000000640150000000000;Lote_Urbanizado_No_Construido
817570;470010110000000180001000000000;Lote_Urbanizado_No_Construido
1057336;470010111000001090005000000000;Lote_Urbanizable_No_Urbanizado
794252;470010112000003090014000000000;Lote_Urbanizable_No_Urbanizado
813636;470010003000000012674500000001;Lote_Urbanizable_No_Urbanizado
662923;470010110000000250019000000000;Lote_Urbanizado_No_Construido
817523;470010110000000130011000000000;Lote_Urbanizable_No_Urbanizado
799573;470010002000000071440000000000;Lote_Urbanizable_No_Urbanizado
658516;470010110000000630007000000000;Lote_Urbanizable_No_Urbanizado
974520;470010111000002520016000000000;Lote_Urbanizable_No_Urbanizado
934091;470010102000001010020000000000;Lote_Urbanizable_No_Urbanizado
850915;470010110000001050026000000000;Lote_Urbanizable_No_Urbanizado
935661;470010115000006640003000000000;Lote_Urbanizado_No_Construido
809283;470010110000000640007000000000;Lote_Urbanizado_No_Construido
787704;470010900000002050003500000001;Lote_Urbanizable_No_Urbanizado
934410;470010003000000010901900004027;Lote_Urbanizado_No_Construido
